Food Name,Image URL,Ingredients
Beefsteak,https://static.wikia.nocookie.net/cookingmama/images/f/f7/CM3_54.png/revision/latest/scale-to-width-down/185?cb=20190922100145,"Corn
Broccoli
Sirloin
Salt
Pepper
Arrangement Items: Broccoli, Corn, Cherry Tomatoes, Flag"
Sardine Escabeche,https://static.wikia.nocookie.net/cookingmama/images/6/61/CM3_55.png/revision/latest/scale-to-width-down/185?cb=20190922100218,"Sardines
Salt
Pepper
Wheat Flour (komugiko)
Carrot
Onion
Red Bell Pepper
Garlic
Olive Oil
Wine Vinegar
Garnished with parsley"
Minestrone,https://static.wikia.nocookie.net/cookingmama/images/0/06/CM3_56.png/revision/latest/scale-to-width-down/185?cb=20190922100259,"Potato
Carrot
Canned Tomatoes
Onion
Green Beans
Bacon
Wheat
Salt
Pepper
Garnished with parsley"
Cornbread,https://static.wikia.nocookie.net/cookingmama/images/8/8c/CM3_57.png/revision/latest/scale-to-width-down/185?cb=20190923094643,"Onion
Corn
Egg
Butter
Honey
Salt
Pepper
Baking Powder
Yellow Cornmeal
Wheat Flour (komugiko)"
Soba Noodles,https://static.wikia.nocookie.net/cookingmama/images/b/be/CM3_58.png/revision/latest/scale-to-width-down/185?cb=20190923094725,"Buckwheat
Water
Served with soba tsuyu (dipping sauce), grated ginger, green onions, and thin nori strips"
Affogato,https://static.wikia.nocookie.net/cookingmama/images/5/53/CM3_59.png/revision/latest/scale-to-width-down/185?cb=20190923094806,"Milk
Vanilla Pods
Coffee Grounds
Hot Water
Garnished with mint"
Strawberry Bavarois,https://static.wikia.nocookie.net/cookingmama/images/4/46/CM3_60.png/revision/latest/scale-to-width-down/185?cb=20190923095000,"Strawberries
Egg Yolk
Milk
Sugar
Dissolved Gelatin
Fresh Cream"
Pizza,https://static.wikia.nocookie.net/cookingmama/images/1/16/CM3_61.png/revision/latest/scale-to-width-down/185?cb=20190923095049,"Whole Tomato
Wheat Flour (komugiko)
Water
Olive Oil
Cheese
Corn
Pepperoni
Green Pepper
Bacon"
Fruit Punch,https://static.wikia.nocookie.net/cookingmama/images/c/c9/CM3_62.png/revision/latest/scale-to-width-down/185?cb=20190923095155,"Strawberries
Muskmelon
Star Fruit
Purple Grapes
Soda"
Barbecue Skewer,https://static.wikia.nocookie.net/cookingmama/images/b/b9/CM3_63.png/revision/latest/scale-to-width-down/185?cb=20190923095221,"Green Onion
Shiitake
Salt
Pepper
Shishito Pepper
Beef
Cherry Tomatoes"
Egg Tofu,https://static.wikia.nocookie.net/cookingmama/images/c/cf/CM3_64.png/revision/latest/scale-to-width-down/185?cb=20190923095256,"Egg
Fish Stock (dashi)
Light Soy Sauce
Salt
Cooking Wine (mirin)
Garnished with kinome, the leaf of the Japanese pepper plant"
Mama Bread,https://static.wikia.nocookie.net/cookingmama/images/3/38/CM3_65.png/revision/latest/scale-to-width-down/185?cb=20190924111656,"Wheat Flour (komugiko)
Sugar
Egg
Yeast
Milk
Water
Melted Butter"
Omelette,https://static.wikia.nocookie.net/cookingmama/images/d/d5/CM3_66.png/revision/latest/scale-to-width-down/185?cb=20190924111724,"Carrot
Onion
Chicken (Chicken Thigh)
Egg
Milk
Rice
Salt
Pepper
Ketchup
Peas
Decorated with ketchup"
Beef Bowl,https://static.wikia.nocookie.net/cookingmama/images/a/a4/CM3_67.png/revision/latest/scale-to-width-down/185?cb=20190924111804,"Rice
Beef
Shirataki Noodles
Enoki Mushroom
Green Onion/Leek (negi)
Dashi Stock
Rice Wine (sake)
Cooking Wine (mirin)
Sugar
Soy Sauce
Garnished with beni shoga (pickled ginger)"
Rice-Stuffed Squid,https://static.wikia.nocookie.net/cookingmama/images/1/11/CM3_68.png/revision/latest/scale-to-width-down/185?cb=20190924111901,"Mochi Rice (mochigome)
Squid
Soy Sauce
Sugar
Rice Wine (sake)
Fish Stock (dashi)
Cooking Wine (mirin)
Garnished with kinome, the leaf of the Japanese pepper plant"
Stewed Vegetable Rice Bowl,https://static.wikia.nocookie.net/cookingmama/images/0/0e/CM3_69.png/revision/latest/scale-to-width-down/185?cb=20190924112001,"Rice
Beef
Potato
Carrot
Onion
Snow Peas
Soy Sauce
Rice Wine (sake)
Cooking Wine (mirin)
Fish Stock (dashi)"
Matsutake Mushroom Rice,https://static.wikia.nocookie.net/cookingmama/images/6/60/CM3_70.png/revision/latest/scale-to-width-down/185?cb=20190924112032,"Rice
Matsutake Mushrooms
Deep-Fried Tofu (abura-age)
Soy Sauce
Cooking Wine (mirin)
Rice Wine (sake)
Garnished with kinome, the leaf of the Japanese pepper plant"
Salisbury Steak,https://static.wikia.nocookie.net/cookingmama/images/a/a2/CM3_71.png/revision/latest/scale-to-width-down/185?cb=20190924112115,"Beef
Onion
Butter
Egg
Bread Crumbs (panko)
Arrangement Items: Cherry Tomatoes, Pudding, Fried Egg, Broccoli, Flag"
Savory Egg Custard,https://static.wikia.nocookie.net/cookingmama/images/9/92/CM3_72.png/revision/latest/scale-to-width-down/185?cb=20190924112158,"Egg
Shiitake Mushroom
Chicken
Boiled Fish Paste (kamaboko)
Soy Sauce
Soup Stock (dashi)
Salt
Shrimp"
Potato Salad,https://static.wikia.nocookie.net/cookingmama/images/d/d4/CM3_73.png/revision/latest/scale-to-width-down/185?cb=20190925104720,"Potato
Hot Water
Egg
Onion
Ham
Cucumber
Salt
Pepper
Mayonnaise"
Mushroom Quiche,https://static.wikia.nocookie.net/cookingmama/images/a/a2/CM3_74.png/revision/latest/scale-to-width-down/185?cb=20190925104806,"Butter
Flour (komugiko)
Egg
Water
Gruyere Cheese
Bacon
Salt
Pepper
Nutmeg
Fresh Cream"
Chop Suey,https://static.wikia.nocookie.net/cookingmama/images/9/94/CM3_75.png/revision/latest/scale-to-width-down/185?cb=20190925104845,"Pork Rib (Pork Belly)
Shrimp
Hot Water
Quail Egg
Potato Flour (katakuriko)
Salt
Sesame Oil
Rice Wine (sake)
Ginger Juice
Chicken Stock
Soy Sauce
Pepper
Carrot
Bamboo Shoot
Onion
Ginger
Chinese Cabbage
Snow Peas
Creamed Potato Flour (katakuriko slurry)"
Curry,https://static.wikia.nocookie.net/cookingmama/images/8/81/CM3_76.png/revision/latest/scale-to-width-down/185?cb=20190925104938,"Onion
Ginger
Garlic
Potato
Carrot
Apple
Beef
Water
Curry Spice
Salt
Pepper
Rice"
Meatloaf,https://static.wikia.nocookie.net/cookingmama/images/d/d2/CM3_77.png/revision/latest/scale-to-width-down/185?cb=20190925105051,"Pork
Eggs
Onion
Garlic
Butter
Salt
Pepper
Bread Crumbs
Sausage
Mushroom
Items to serve: two-side flag, cherry tomatoes, pudding/custard, olives, curly parsley"
Fish and Chips,https://static.wikia.nocookie.net/cookingmama/images/9/9c/CM3_78.png/revision/latest/scale-to-width-down/185?cb=20190925105129,"Swordfish
Potato
Salt
Pepper
Eggs
Beer
Cake Flour
Salt (seasoning)
Pepper (seasoning)
Black Pepper (seasoning)
White Pepper (seasoning)
Garnished with curly parsley"
Fish and Mushrooms in Foil,https://static.wikia.nocookie.net/cookingmama/images/d/da/CM3_79.png/revision/latest/scale-to-width-down/185?cb=20190925105223,"Sea Bream
Oyster Mushroom (eringi)
Shimeji Mushrooms
Soy Sauce
Rice Wine (sake)
Cooking Wine (mirin)
Garnished with a lemon wedge"
German Mushroom Potatoes,https://static.wikia.nocookie.net/cookingmama/images/2/2c/CM3_80.png/revision/latest/scale-to-width-down/185?cb=20190925105258,"Potato
Bacon
Button Mushroom
Garnished with rosemary"
Salisbury Steak,https://static.wikia.nocookie.net/cookingmama/images/d/da/CM4_01.png/revision/latest/scale-to-width-down/185?cb=20191012142051,Ingredients not found
Corn Dog,https://static.wikia.nocookie.net/cookingmama/images/d/d0/CM4_02.png/revision/latest/scale-to-width-down/185?cb=20191012142105,"Sausage
Milk
Pancake Mix
Yellow Cornmeal
Ketchup
Mustard"
Abalone Steak,https://static.wikia.nocookie.net/cookingmama/images/7/7a/CM4_03.png/revision/latest/scale-to-width-down/185?cb=20191012142114,"Abalone
Abalone Liver
Butter
Garnished with parsley"
Grilled Shrimp,https://static.wikia.nocookie.net/cookingmama/images/9/91/CM4_04.png/revision/latest/scale-to-width-down/185?cb=20191012142137,"Shrimp
Tare Sauce
Garnished with Japanese maple leaves and lemon slices"
Marron Glacé,https://static.wikia.nocookie.net/cookingmama/images/d/d5/CM4_05.png/revision/latest/scale-to-width-down/185?cb=20191012142148,"Chestnuts
Brandy
Vanilla Extract
Garnished with mint"
Umeboshi,https://static.wikia.nocookie.net/cookingmama/images/0/0f/CM4_06.png/revision/latest/scale-to-width-down/185?cb=20191012142159,"Plum (ume fruit)
Salt
Served with akajiso (red shiso)"
Dried Persimmon,https://static.wikia.nocookie.net/cookingmama/images/d/d7/CM4_07.png/revision/latest/scale-to-width-down/185?cb=20191012152552,Persimmon
Toast with Jam,https://static.wikia.nocookie.net/cookingmama/images/3/38/CM4_08.png/revision/latest/scale-to-width-down/185?cb=20191012152559,"Amanatsu Fruit
Amanatsu Skin
Sugar
Pectin (a gelling agent found naturally in some fruits that help give fruit spreads their texture)
Bread"
Popsicle,https://static.wikia.nocookie.net/cookingmama/images/c/c3/CM4_09.png/revision/latest/scale-to-width-down/185?cb=20191012152606,"Banana
Lemon
Kiwi
Strawberry
Juice: Strawberry, Lemon, Orange, Ramune, and Muskmelon"
Pancakes,https://static.wikia.nocookie.net/cookingmama/images/0/09/CM4_10.png/revision/latest/scale-to-width-down/185?cb=20191012152616,"Pancake Mix
Egg
Milk
Served with pancake syrup and a pat of butter"
Natto,https://static.wikia.nocookie.net/cookingmama/images/4/44/CM4_11.png/revision/latest/scale-to-width-down/185?cb=20191012152623,Soybeans
Chocolate Cornet,https://static.wikia.nocookie.net/cookingmama/images/7/7e/CM4_12.png/revision/latest/scale-to-width-down/185?cb=20191012152631,"Egg
Enriched Flour (kyorikiko)
Sugar
Salt
Skimmed Milk
Chocolate Custard"
Cherry Pie,https://static.wikia.nocookie.net/cookingmama/images/e/ee/CM4_13.png/revision/latest/scale-to-width-down/185?cb=20191013000147,"Apples
Sugar
Lemon Juice
Pie Crust
Egg Yolk"
Snowball,https://static.wikia.nocookie.net/cookingmama/images/c/c6/CM4_14.png/revision/latest/scale-to-width-down/185?cb=20191223001436,"Ice
Strawberry Flavoring
Lemon Flavoring
Blue Hawaii Flavoring"
Squid Ink Spaghetti,https://static.wikia.nocookie.net/cookingmama/images/5/54/CM4_15.png/revision/latest/scale-to-width-down/185?cb=20191013000218,"Squid
Garlic
White Wine
Olive Oil
Salt
Squid Ink Paste
Spaghetti
Garnished with parsley"
Popcorn,https://static.wikia.nocookie.net/cookingmama/images/a/a6/CM4_16.png/revision/latest/scale-to-width-down/185?cb=20191013000227,"Popcorn Kernels
Salt"
Scallop Carpaccio,https://static.wikia.nocookie.net/cookingmama/images/0/0e/CM4_17.png/revision/latest/scale-to-width-down/185?cb=20191013000235,"Olive Oil
Honey
Mustard
Lemon Juice
Salt
Black Pepper
Tomato
Scallop
Basil Leaves"
Avocado Gratin,https://static.wikia.nocookie.net/cookingmama/images/e/ec/CM4_18.png/revision/latest/scale-to-width-down/185?cb=20191013000243,"Avocado
Bacon
Mayonnaise
Black Pepper
Garlic Powder
Shredded Cheese
Garnished with parsley and cherry tomatoes"
Lamb Chops,https://static.wikia.nocookie.net/cookingmama/images/1/10/CM4_19.png/revision/latest/scale-to-width-down/185?cb=20191014144234,"Rosemary
Thyme
Bay Leaves
Sea Salt
Lamb Rack
Garnished with a rosemary sprig"
Sandwich,https://static.wikia.nocookie.net/cookingmama/images/5/59/CM4_20.png/revision/latest/scale-to-width-down/185?cb=20191013010703,"Lettuce
Tomato
Egg
Water
Crustless Bread
Cheese"
Sushi,https://static.wikia.nocookie.net/cookingmama/images/4/42/CM4_21.png/revision/latest/scale-to-width-down/185?cb=20191013010713,Ingredients not found
Rice,https://static.wikia.nocookie.net/cookingmama/images/5/5e/CM4_22.png/revision/latest/scale-to-width-down/185?cb=20191013010720,"Rice
Water"
Gyoza,https://static.wikia.nocookie.net/cookingmama/images/5/55/CM4_23.png/revision/latest/scale-to-width-down/185?cb=20191014144943,Ingredients not found
Pizza,https://static.wikia.nocookie.net/cookingmama/images/0/06/CM4_24.png/revision/latest/scale-to-width-down/185?cb=20191013010743,Ingredients not found
Udon,https://static.wikia.nocookie.net/cookingmama/images/c/cf/CM4_25.png/revision/latest/scale-to-width-down/185?cb=20191014145335,Ingredients not found
Yakitori,https://static.wikia.nocookie.net/cookingmama/images/5/57/CM4_26.png/revision/latest/scale-to-width-down/185?cb=20191013051934,Ingredients not found
Takoyaki,https://static.wikia.nocookie.net/cookingmama/images/2/25/CM4_27.png/revision/latest/scale-to-width-down/185?cb=20191013051945,Ingredients not found
French Beef Stew,https://static.wikia.nocookie.net/cookingmama/images/1/1a/CM4_28.png/revision/latest/scale-to-width-down/185?cb=20191013051957,"Potato
Carrot
Onion
Sausage
Stock
Garnished with parsley"
Boston Clam Chowder,https://static.wikia.nocookie.net/cookingmama/images/5/50/CM4_29.png/revision/latest/scale-to-width-down/185?cb=20191013052005,"Bread
Potato
Onion
Bacon
Celery
Vegetable Oil
Clams (asari)
Salt
Bay Leaves
Clam Soup
Fresh Cream
Milk
Pepper
Garnished with parsley"
Azuki Bean Soup,https://static.wikia.nocookie.net/cookingmama/images/1/17/CM4_30.png/revision/latest/scale-to-width-down/185?cb=20191013052013,"Sticky Rice (mochigome)
Canned Azuki Beans
Sugar
Salt"
Crab Rangoon,https://static.wikia.nocookie.net/cookingmama/images/6/6b/CM4_31.png/revision/latest/scale-to-width-down/185?cb=20191013113624,"Snow Crab
Welsh Onion (naga-negi)
Cream Cheese
Wonton Skin
Garnished with parsley"
Soba,https://static.wikia.nocookie.net/cookingmama/images/4/46/CM4_32.png/revision/latest/scale-to-width-down/185?cb=20191013113634,Ingredients not found
Shumai,https://static.wikia.nocookie.net/cookingmama/images/d/d1/CM4_33.png/revision/latest/scale-to-width-down/185?cb=20191013113648,Ingredients not found
Baked Apple,https://static.wikia.nocookie.net/cookingmama/images/a/ae/CM4_34.png/revision/latest/scale-to-width-down/185?cb=20191013113655,"Apple
Honey
Melted Butter
Brandy
Cinnamon
Garnished with a mint leaf and a cinnamon stick"
Hot Dog,https://static.wikia.nocookie.net/cookingmama/images/5/5a/CM4_35.png/revision/latest/scale-to-width-down/185?cb=20191013113701,"Bread Bun
Lettuce*
Tomato*
Cheese
Onion
Relish
Sausage
Ketchup
Mustard"
Grilled Corn,https://static.wikia.nocookie.net/cookingmama/images/7/75/CM4_36.png/revision/latest/scale-to-width-down/185?cb=20191013113709,"Corn
Tare Sauce"
Gourmet Cupcake,https://static.wikia.nocookie.net/cookingmama/images/b/b5/CM4_37.png/revision/latest/scale-to-width-down/185?cb=20191013121347,Ingredients not found
Curry,https://static.wikia.nocookie.net/cookingmama/images/7/7d/CM4_38.png/revision/latest/scale-to-width-down/185?cb=20191013121357,Ingredients not found
Grilled Clams,https://static.wikia.nocookie.net/cookingmama/images/1/19/CM4_39.png/revision/latest/scale-to-width-down/185?cb=20191013121414,"Clams (hamaguri)
Butter
Soy Sauce
Presented with Japanese maple leaves"
Tamagoyaki,https://static.wikia.nocookie.net/cookingmama/images/d/d1/CM4_40.png/revision/latest/scale-to-width-down/185?cb=20191013121426,"Egg
Dashi Stock
Salt
White Radish (daikon)
Presented with a shiso leaf under the grated radish"
Castella,https://static.wikia.nocookie.net/cookingmama/images/1/10/CM4_41.png/revision/latest/scale-to-width-down/185?cb=20191013121435,"Egg
Sugar
Wheat Flour (komugiko)
Served on top of a bamboo leaf"
Sweet Potato Jelly,https://static.wikia.nocookie.net/cookingmama/images/c/c5/CM4_42.png/revision/latest/scale-to-width-down/185?cb=20191013121447,"Sweet Potato (satsumaimo)
Sugar
Salt"
Beef Bourguignon,https://static.wikia.nocookie.net/cookingmama/images/c/c8/CM4_43.png/revision/latest/scale-to-width-down/185?cb=20191013124919,"Beef
Carrot
Onion
Celery
Vegetable Oil
Salt
Pepper
Wheat Flour (komugiko)
Red Wine
Tomato Puree
Garnished with chervil"
Lemon Mousse,https://static.wikia.nocookie.net/cookingmama/images/4/42/CM4_44.png/revision/latest/scale-to-width-down/185?cb=20191013124926,"Lemon
Lemon Juice
Condensed Milk
Yogurt
Sugar
Garnished with mint leaves and stems"
Fried Egg,https://static.wikia.nocookie.net/cookingmama/images/4/4f/CM4_45.png/revision/latest/scale-to-width-down/185?cb=20191013124936,Ingredients not found
Tempura,https://static.wikia.nocookie.net/cookingmama/images/6/68/CM4_46.png/revision/latest/scale-to-width-down/185?cb=20191013124943,Ingredients not found
Chocolate Strawberries,https://static.wikia.nocookie.net/cookingmama/images/7/71/CM4_47.png/revision/latest/scale-to-width-down/185?cb=20191013124953,"Strawberry
Chocolate
Garnished with mint leaves on a stem"
Yakiniku,https://static.wikia.nocookie.net/cookingmama/images/0/06/CM4_48.png/revision/latest/scale-to-width-down/185?cb=20191013125000,"Beef Skirt
Ribs of Beef (kalbi)
Onion
Sweet Potato (satsumaimo)
Green Bell Pepper"
Cookies,https://static.wikia.nocookie.net/cookingmama/images/f/fe/CM4_49.png/revision/latest/scale-to-width-down/185?cb=20191013134419,"White Flour (hakurikiko)
Egg Yolk
Sugar
Butter
Salt"
Steak,https://static.wikia.nocookie.net/cookingmama/images/7/7c/CM4_50.png/revision/latest/scale-to-width-down/185?cb=20191013134427,"Beef
Salt
Pepper
Arrange items: Mama flag, Pudding/Custard, Tomato, Potato"
Tonkatsu,https://static.wikia.nocookie.net/cookingmama/images/d/dd/CM4_51.png/revision/latest/scale-to-width-down/185?cb=20191013134434,"Pork
Egg
Flour (komugiko)
Breadcrumbs (panko)
Cherry Tomatoes
Cabbage
Lemon Wedge"
Cereal,https://static.wikia.nocookie.net/cookingmama/images/c/c3/CM4_52.png/revision/latest/scale-to-width-down/185?cb=20191013134442,"Milk
Cornflakes"
Walnut Bread,https://static.wikia.nocookie.net/cookingmama/images/c/c0/CM4_53.png/revision/latest/scale-to-width-down/185?cb=20191013134452,"Egg
Walnuts
Enriched Flour (kyorikiko)
Salt
Yeast"
Squid Grilled in Butter,https://static.wikia.nocookie.net/cookingmama/images/b/b0/CM4_54.png/revision/latest/scale-to-width-down/185?cb=20191013134459,"Squid
Shiitake
Welsh Onion/Leek (naga-negi)
Butter
Served with a lemon slice"
Strawberry Shortcake,https://static.wikia.nocookie.net/cookingmama/images/a/ae/CM4_55.png/revision/latest/scale-to-width-down/185?cb=20191013142028,Ingredients not found
Chocolate Doughnut,https://static.wikia.nocookie.net/cookingmama/images/9/91/CM4_56.png/revision/latest/scale-to-width-down/185?cb=20191013142035,"Sugar
White Flour (hakurikiko)
Butter
Egg
Salt
Yeast
Milk"
Tuna and Avocado Salad,https://static.wikia.nocookie.net/cookingmama/images/f/fe/CM4_57.png/revision/latest/scale-to-width-down/185?cb=20191013142042,"Wasabi
Tuna
Avocado
Lemon Juice
Soy Sauce
Garnished with parsley"
Instant Ramen,https://static.wikia.nocookie.net/cookingmama/images/8/85/CM4_58.png/revision/latest/scale-to-width-down/185?cb=20191013142049,Ingredients not found
Potato Gratin,https://static.wikia.nocookie.net/cookingmama/images/0/0b/CM4_59.png/revision/latest/scale-to-width-down/185?cb=20191013142057,"Potato
Weiner
Shredded Cheese
Pepper
Parsley"
Salmon Meuniere,https://static.wikia.nocookie.net/cookingmama/images/d/d3/CM4_60.png/revision/latest/scale-to-width-down/185?cb=20191013142105,"Salmon
Salt
Pepper
Wheat Flour (komugiko)
Butter
Served with cherry tomatoes
Garnished with parsley, lemon slice, and a pat of butter"
Cabbage Roll Tomato Soup,https://static.wikia.nocookie.net/cookingmama/images/c/c3/CM5_01.png/revision/latest/scale-to-width-down/185?cb=20191013153742,"Pork
Onion
Nutmeg
Breadcrumbs (panko)
Pepper
Salt
Cabbage
Whole Tomato
Wheat Flour (komugiko)
Bay Leaves
Consommé
Garnished with parsley and cheese"
Pumpkin Gratin,https://static.wikia.nocookie.net/cookingmama/images/b/b9/CM5_02.png/revision/latest/scale-to-width-down/185?cb=20191013153749,"Kabocha Pumpkin
Macaroni
Chicken Breast
Onion
Vegetable Oil
White Sauce (Béchamel)
Salt
Pepper
Butter
Shredded Cheese"
Mille Feuille Crêpe,https://static.wikia.nocookie.net/cookingmama/images/4/46/CM5_03.png/revision/latest/scale-to-width-down/185?cb=20191013153756,"White Flour (hakurikiko)
Egg
Sugar
Milk
Melted Butter
Fresh Cream
Condensed Milk
Vanilla Extract"
Omelet Risotto,https://static.wikia.nocookie.net/cookingmama/images/b/b1/CM5_04.png/revision/latest/scale-to-width-down/185?cb=20191013153803,"Chicken Breast
Carrot
Onion
Vegetable Oil
Salt
Pepper
Milk
Rice
Parmesan Cheese
Egg
Ketchup"
Cracker Sandwiches,https://static.wikia.nocookie.net/cookingmama/images/6/6f/CM5_05.png/revision/latest/scale-to-width-down/185?cb=20191013153812,"Peanut
Butter
Maple Syrup
Salt
Cream Crackers"
Salt Broiled Masu Salmon,https://static.wikia.nocookie.net/cookingmama/images/d/dd/CM5_06.png/revision/latest/scale-to-width-down/185?cb=20191013153821,"Masu Salmon (yamame)
Salt
Served over seri (water dropwort) leaves"
Chicken Nuggets,https://static.wikia.nocookie.net/cookingmama/images/0/09/CM5_07.png/revision/latest/scale-to-width-down/185?cb=20191014022624,"Chicken Breast
Salt
Pepper
White Flour (hakurikiko)
Potato Flour (katakuriko)
Cornflour
Water
Baking Powder
Wheat Flour (komugiko)
Garnished with parsley and cherry tomatoes"
Hawaiian Pancakes,https://static.wikia.nocookie.net/cookingmama/images/6/63/CM5_08.png/revision/latest/scale-to-width-down/185?cb=20191014022631,"Macadamia Nuts
Milk
Fresh Cream
Sugar
Melted Butter
Wheat Flour (komugiko)
Salt
Vanilla Extract
Egg
White Flour (hakurikiko)"
Sushi Balls,https://static.wikia.nocookie.net/cookingmama/images/5/58/CM5_09.png/revision/latest/scale-to-width-down/185?cb=20191014022638,"Rice
Rice Vinegar
Egg
Salmon Fillet
Sea Bream Fillet
Zucchini
Carrot
Thin nori strips"
Scallop & Salmon Starter,https://static.wikia.nocookie.net/cookingmama/images/6/65/CM5_10.png/revision/latest/scale-to-width-down/185?cb=20191014022648,"Japanese Scallop
Smoked Salmon
Avocado
Tomato
Yellow Bell Pepper
Olive Oil
Lemon Juice
Salt
Black Pepper
Wine Vinegar
Cottage Cheese
Black Pepper Topping (if Smoked Salmon or Tomato is the top layer)
Tomato Slices Topping (if Avocado is the top layer)
Parsley Topping (if Japanese Scallop or Cottage Cheese is the top layer)
Herb Topping (if Yellow Bell Pepper is the top layer)
Garnished with black pepper and a balsamic reduction"
Mozzarella Salisbury Steak,https://static.wikia.nocookie.net/cookingmama/images/6/6b/CM5_11.png/revision/latest/scale-to-width-down/185?cb=20191014022658,Ingredients not found
Grape Bread,https://static.wikia.nocookie.net/cookingmama/images/2/29/CM5_12.png/revision/latest/scale-to-width-down/185?cb=20191014022706,"Grapes
Enriched Flour (kyorikiko)
Yeast*
Milk
Whipped Egg
Water"
Tofu,https://static.wikia.nocookie.net/cookingmama/images/8/83/CM5_13.png/revision/latest/scale-to-width-down/185?cb=20191014095654,"Soy Beans
Water
Bittern (nigari)
Garnished with grated ginger and a shiso leaf"
Cherry Yogurt,https://static.wikia.nocookie.net/cookingmama/images/9/9e/CM5_14.png/revision/latest/scale-to-width-down/185?cb=20191014095703,"Milk
Yogurt Cultures
Cherries
Garnished with mint leaves"
Mochi,https://static.wikia.nocookie.net/cookingmama/images/3/32/CM5_15.png/revision/latest/scale-to-width-down/185?cb=20191014095710,"Water
Rice (mochigome)
Daikon Radish
Soy Sauce
Seaweed
Kinako (roasted soybean flour)"
Marshmallows,https://static.wikia.nocookie.net/cookingmama/images/f/f7/CM5_16.png/revision/latest/scale-to-width-down/185?cb=20191014095720,"Egg Whites
Sugar
Starch Syrup (mizuame)
Strawberry Puree
Dissolved Gelatin
Cornstarch"
Imagawayaki,https://static.wikia.nocookie.net/cookingmama/images/e/e6/CM5_17.png/revision/latest/scale-to-width-down/185?cb=20191014095729,"Azuki Beans
Sugar
Egg
Pancake Premix
Water"
Doner Kebab,https://static.wikia.nocookie.net/cookingmama/images/4/49/CM5_18.png/revision/latest/scale-to-width-down/185?cb=20191014095737,"Lettuce
Meat
Flour
Yeast
Water
Sugar
Olive Oil
Tomato
Cheese"
Smoked Chicken,https://static.wikia.nocookie.net/cookingmama/images/6/68/CM5_19.png/revision/latest/scale-to-width-down/185?cb=20191014105649,"Bone-in Chicken Leg
Water
Salt
Sugar
Bay Leaves
Black Pepper
Served with broccoli, cherry tomatoes, and a lettuce leaf
Garnished with parsley"
Pizza,https://static.wikia.nocookie.net/cookingmama/images/c/c1/CM5_20.png/revision/latest/scale-to-width-down/185?cb=20191014105656,Ingredients not found
Parfait,https://static.wikia.nocookie.net/cookingmama/images/9/91/CM5_21.png/revision/latest/scale-to-width-down/185?cb=20191014105704,"Banana
Kiwi
Orange
Strawberry
Ingredients for Parfait: Cream, Bananas, Kiwi, Strawberry, Cornflakes, Orange Slices
Toppings
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana
Strawberries with Cream and Mint
Pudding with Cream, Kiwi, Blackberry, Banana, Cherry. and Peach
Strawberry Ice Cream with Orange, Kiwi, Cherry, Peach, Cream, and Banana"
Farfalle Genovese,https://static.wikia.nocookie.net/cookingmama/images/a/a5/CM5_22.png/revision/latest/scale-to-width-down/185?cb=20191014105711,"Egg
Enriched Flour (kyorikiko)
Olive Oil
Semolina Flour
White Flour (hakurikiko)
Basil
Garlic
Pine Nut
Salt
Parmesan Cheese
Garnished with parmesan cheese and basil leaves"
Fruit Jelly,https://static.wikia.nocookie.net/cookingmama/images/e/e6/CM5_23.png/revision/latest/scale-to-width-down/185?cb=20191014105719,"Canned Fruit Cocktail (Peaches, Pears, Pineapples, Grapes, Cherries)
Strawberry
Gelatin
Sugar
Lemon Juice"
French Fries,https://static.wikia.nocookie.net/cookingmama/images/7/7e/CM5_24.png/revision/latest/scale-to-width-down/185?cb=20191014105726,"Potato
Potato Flour (katakuriko)
Salt
Served with ketchup and mayonnaise
Garnished with watercress"
Okonomiyaki,https://static.wikia.nocookie.net/cookingmama/images/7/72/CM5_25.png/revision/latest/scale-to-width-down/185?cb=20191014153540,Ingredients not found
Ramuné,https://static.wikia.nocookie.net/cookingmama/images/4/4a/CM5_26.1.png/revision/latest/scale-to-width-down/185?cb=20191014153547,"Cornstarch
Baking Soda
Citric Acid
Red Food Coloring
Blue Food Coloring
Yellow Food Coloring
Water
Lemon Juice"
Lobster Thermidor,https://static.wikia.nocookie.net/cookingmama/images/f/f4/CM5_27.png/revision/latest/scale-to-width-down/185?cb=20191014153557,"Lobster
Butter
Wheat Flour (komugiko)
Milk
Pepper
Nutmeg
Parmesan Cheese
French Bread (Baguette)
Powdered Cheese
Served with cherry tomatoes and parsley
Garnished with chopped parsley"
Kobe Beef Tagine,https://static.wikia.nocookie.net/cookingmama/images/5/5f/CM5_28.png/revision/latest/scale-to-width-down/185?cb=20191014153605,"Kobe Beef (wagyu)
Asparagus
Onion
Garnished with Japanese maple leaves and a lemon slice"
Cheese Fondue,https://static.wikia.nocookie.net/cookingmama/images/7/7d/CM5_29.png/revision/latest/scale-to-width-down/185?cb=20191014153613,"Avocado
Bread
Cherry Tomatoes
Sausage
White Wine
Cheese
Cornflour"
Sushi,https://static.wikia.nocookie.net/cookingmama/images/b/b9/CM5_30.png/revision/latest/scale-to-width-down/185?cb=20191014153620,Ingredients not found
